Happy_comment_word,Happy_number_use_for_word,Sad_comment_word,Sad_number_use_for_word,All_number_use_for_word
کنن!!!!,1.0,,,
"کنن""",1.0,,,
,,کنن)،,1.0,
,,کنن؟!,1.0,
,,کنن؟!!!!,1.0,
کنن؟؟؟؟؟؟؟,1.0,,,
,,کنند!!!,1.0,
,,کنند!!!!!,1.0,
,,کنند..,1.0,
,,کنندس,5.0,
کنندس،,1.0,,,
کننده!,1.0,,,
,,کننده),1.0,
کننده:,1.0,,,
,,کننده‌تر,1.0,
,,کننده‌نبود,1.0,
,,کنندگان,3.0,
,,کنندگان،,1.0,
,,کنندگی,1.0,
,,کننذ.,1.0,
,,کنه!!,4.0,
,,کنه!!!!,5.0,
,,کنه!!!!!,3.0,
,,کنه),1.0,
کنه:)؛),1.0,,,
,,کنه،،,1.0,
,,کنه؟!,2.0,
,,کنه؟!؟!؟!,1.0,
,,کنه؟؟,2.0,
کنهست,1.0,,,
کنه‌ها,1.0,,,
,,کنوفه,1.0,
,,کنوله,1.0,
,,کنچرب,1.0,
کنی!,1.0,,,
کنید!!!!,1.0,,,
,,کنید!!!!!,2.0,
,,کنید!!!!!!!,1.0,
,,کنید!!!!!!!!,1.0,
,,کنید!!!!!!!!!!!!!!,1.0,
,,"کنید""",1.0,
"کنید,ما",1.0,,,
,,کنید-),1.0,
,,کنید.!!,1.0,
کنید:),3.0,,,
کنید،،،,1.0,,,
کنید؛,1.0,,,
,,کنید؟,4.0,
کنید؟!,1.0,,,
کنید؟؟,1.0,,,
,,کنیدباتشکر,1.0,
کنیدبینظیرمیشه,1.0,,,
,,کنیدتکرارنشه,1.0,
,,کنیددددد,1.0,
,,کنیدفکرکنم,1.0,
کنیدو,1.0,,,
کنیدچون,1.0,,,
,,کنیدکه,1.0,
,,کنید‌,1.0,
,,کنید‌.,2.0,
کنیش,1.0,,,
کنیلونی,2.0,,,
,,کنیم!,2.0,
,,کنیم!!,1.0,
کنیم!!!,1.0,,,
,,کنیم..,1.0,
,,کنیم.:))),1.0,
,,کنیم?,1.0,
,,کنیم؟!!!!,1.0,
,,کنیم؟؟؟؟:,1.0,
کنیم؟؟؟؟؟,1.0,,,
,,کنین!!!,1.0,
,,کنین!!!!,1.0,
کنین..,1.0,,,
کنین/حتما,1.0,,,
,,کنین؟!!!,1.0,
,,کنین؟؟؟؟؟,1.0,
,,کنی‌,1.0,
,,کن‌پ-ن-,1.0,
,,که!,4.0,
,,که!!,1.0,
,,که!!!!!!!!!,1.0,
,,که:,3.0,
که؟!,1.0,,,
,,کهبعداز,1.0,
کهدمیخرم,1.0,,,
کهررایگان,1.0,,,
,,کهسفارش,1.0,
,,کهن,1.0,
,,کهنست,1.0,
,,کهنه!,3.0,
,,کهنه.,8.0,
کهنه..,1.0,,,
,,کهنه،,16.0,
,,کهنهههههه.,1.0,
کهنه‌,1.0,,,
,,کهنه‌ای,5.0,
,,کهنه‌تر,1.0,
,,کهنه‌ترین,6.0,
,,کهنه‌ی,2.0,
,,کهنە,5.0,
,,کهههه.,1.0,
,,که٤٠,1.0,
,,که‌این‌,1.0,
که‌به‌ظاهر,1.0,,,
,,که‌تاریخش‌مخشخص,1.0,
,,که‌تماس,1.0,
,,که‌تولید,1.0,
که‌داره,1.0,,,
که‌روی,1.0,,,
,,که‌مشکلی,1.0,
,,که‌مصرفش,1.0,
,,که‌من,1.0,
که‌میخواستم,1.0,,,
,,که‌نشان,1.0,
,,که‌ها,1.0,
,,که‌پول,1.0,
,,کو,3.0,
کو؟؟؟؟,1.0,,,
,,کوالیتی,1.0,
,,کوب،,1.0,
,,کوببده,1.0,
کوبشم,1.0,,,
,,کوبوندن,1.0,
کوبیدتون,3.0,,,
کوبیدشو,1.0,,,
,,کوبیده!,1.0,
کوبیده)،,1.0,,,
,,کوبیده.,1.0,
,,کوبیده؛,1.0,
,,کوبیدها,1.0,
,,کوبیدهای,1.0,
,,کوبیدهه,1.0,
کوبیده‌ش,1.0,,,
,,کوبیدیم,1.0,
کوتا,1.0,,,
,,کوتاه!,1.0,
,,کوتاه،,1.0,
کوتاهتر,1.0,,,
کوتاهترین,2.0,,,
,,کوتاهش,1.0,
,,کوتاهه!,1.0,
,,کوتاهی؟,1.0,
کوتاه۳هزار,1.0,,,
کوتاه‌تر,6.0,,,
,,کوتاه‌تری,1.0,
کوتاه‌ترین,2.0,,,
,,کوجه,1.0,
,,کودک!,1.0,
,,کودک),1.0,
,,کودکانه,1.0,
کودکش,1.0,,,
کودکم.,1.0,,,
کودکی,1.0,,,
کودکی.,1.0,,,
کودکیمو,1.0,,,
,,کور,10.0,
,,کورت,1.0,
کوردون,1.0,,,
کورنی,1.0,,,
,,کورنیلو,1.0,
,,کورن‌,1.0,
,,کورن‌های,1.0,
کورونا,1.0,,,
,,کوز,1.0,
کوزه,2.0,,,
,,کوسفندی,1.0,
کوش,1.0,,,
,,کوفت,1.0,
کوفتتون,2.0,,,
,,کوفتشو,1.0,
,,کوفتشوبه,1.0,
کوفتم,1.0,,,
,,کوفتمون,1.0,
کوفته‌اش,2.0,,,
,,کوفته‌ای,1.0,
کوفته‌ش,1.0,,,
کوفته‌ها,1.0,,,
,,کوفی,1.0,
,,کولاش,1.0,
کولاکه.,1.0,,,
,,کولر,1.0,
,,کوله‌اش,1.0,
کولوچه,1.0,,,
کولی,1.0,,,
,,کومبو،,1.0,
کومن,1.0,,,
,,کون,1.0,
,,کوه,4.0,
کوهپایه,1.0,,,
کوهپناه,1.0,,,
,,کوپا,1.0,
کوپن،,1.0,,,
,,کوپنش,1.0,
,,کوپنم,1.0,
,,کوپنی,3.0,
,,کوپن‌ها,1.0,
,,کوپه,1.0,
,,کوچتر,1.0,
,,کوچترین,1.0,
کوچس,1.0,,,
کوچست,1.0,,,
,,کوچمونه!!!!!,1.0,
"کوچه,",1.0,,,
,,کوچه.,1.0,
کوچه،,1.0,,,
,,کوچه‌است.,1.0,
,,کوچه‌اید,1.0,
کوچه‌فاصله,1.0,,,
,,کوچه‌های,1.0,
کوچه‌ی,1.0,,,
,,کوچولو!,1.0,
کوچولو.,1.0,,,
,,کوچولو،,1.0,
کوچولوبود,1.0,,,
کوچولوعه,2.0,,,
کوچولوها,1.0,,,
,,کوچولو‌تر,1.0,
,,کوچک!,2.0,
,,کوچک!!!,1.0,
,,کوچک!!!!,1.0,
,,کوچک'یک,1.0,
,,کوچک),1.0,
,,کوچک..,1.0,
کوچک:,1.0,,,
,,کوچکتره.,2.0,
کوچکتری,3.0,,,
,,کوچکش,6.0,
کوچکم,2.0,,,
کوچکه,2.0,,,
کوچکه.,1.0,,,
,,کوچکى,1.0,
,,کوچکی،,1.0,
کوچک‌,1.0,,,
,,کوچک‌بود!,1.0,
,,کوچک‌تر.,1.0,
,,کوچک‌شده,1.0,
,,کوچک‌میوه‌ای,1.0,
کوچیتر,1.0,,,
کوچیه,1.0,,,
,,کوچیک!,1.0,
,,کوچیک!!!,1.0,
,,کوچیک!!!!!!!!!!!!!!!!!!!!!!,1.0,
کوچیک:,1.0,,,
,,کوچیک؟!,1.0,
کوچیکا),1.0,,,
کوچیکتد,1.0,,,
کوچیکتر),1.0,,,
کوچیکترم,1.0,,,
,,کوچیکتون,1.0,
,,کوچیکشو,1.0,
,,کوچیکشون,1.0,
,,کوچیکمون,1.0,
کوچیکه!!!,1.0,,,
کوچیکو,1.0,,,
,,کوچیککک,1.0,
,,کوچیکی:,1.0,
,,کوچیک‌,2.0,
,,کوچیک‌ترین,1.0,
,,کوچیک‌شده,1.0,
,,کوچیک‌ها,1.0,
,,کوچییک,1.0,
,,کوک),1.0,
,,کوک،,1.0,
کوکارو,1.0,,,
,,کوکاى,1.0,
کوکاکولا،,1.0,,,
,,کوکاکولاى,1.0,
,,کوکاکولای,1.0,
کوکایا,1.0,,,
کوکا‌کولا.,1.0,,,
,,کوکتل،,1.0,
,,کوکتل‌ها,2.0,
,,کوکتیل,1.0,
,,کوکلوچه‌ها,1.0,
کوکلوچه‌های,1.0,,,
,,کوکلچه,1.0,
,,کوکولوچه‌ها,1.0,
,,کوکوی,1.0,
,,کوکو‌سبزی,1.0,
کوکى,1.0,,,
کوکیز,3.0,,,
کوکیش,1.0,,,
کوکیهایی,1.0,,,
,,کوکی‌,2.0,
,,کوک‌میخریدیم,1.0,
,,کویتی,1.0,
کویین،,1.0,,,
کویینتون,1.0,,,
کویین‌هایی,1.0,,,
کپفیت,1.0,,,
,,کپنی,1.0,
,,کپچک,1.0,
,,کپک,4.0,
,,کپی,1.0,
,,کپیر,1.0,
,,کچا,1.0,
کچابش,1.0,,,
کچاپ!,1.0,,,
کچاپ-ن-ارن!,1.0,,,
,,کچاپ-ن-اره.,1.0,
کچاپ-ن-اشت,1.0,,,
,,کچاپ/,1.0,
,,کچاپ،,2.0,
,,کچل,1.0,
کچک,1.0,,,
کچیکتر,1.0,,,
کچ‌آپ),1.0,,,
,,کک,1.0,
,,ککتل,1.0,
ککنجد,1.0,,,
,,کگ,2.0,
کہ,1.0,,,
,,کیاب,2.0,
,,کیان,2.0,
,,کیترینگها,1.0,
,,کیترینگ‌ها,1.0,
,,کیترینگ‌های,1.0,
,,کیتکت,1.0,
کیریسبی,1.0,,,
,,کیست,1.0,
,,کیست!,1.0,
,,کیست،,1.0,
,,کیسرو,1.0,
,,کیسش,1.0,
,,کیسه!,2.0,
,,کیسه!!!,1.0,
,,کیسه!!!!,1.0,
,,کیسه،,2.0,
کیشگا,1.0,,,
,,کیفبتش,1.0,
,,کیفتتش,1.0,
کیفتتون,4.0,,,
کیفتتونو,1.0,,,
کیفتشم,1.0,,,
,,کیفتم,1.0,
کیفتی،,1.0,,,
کیفتیتش,2.0,,,
,,کیفر,1.0,
کیفست,3.0,,,
کیفش,1.0,,,
کیفور,1.0,,,
کیفى,1.0,,,
کیفی/بسی,1.0,,,
کیفیة,1.0,,,
,,کیفیت!!!,3.0,
,,کیفیت!!!!!,1.0,
,,کیفیت!!!!!!؟؟؟؟,1.0,
,,کیفیت!؟!؟,1.0,
,,کیفیت-روغن,1.0,
,,کیفیت-غذا,1.0,
,,کیفیت.۵بسته,1.0,
کیفیت:,1.0,,,
کیفیت؛,1.0,,,
,,کیفیت؟,2.0,
,,کیفیت؟!,1.0,
,,کیفیت؟؟؟,1.0,
,,کیفیتاتون,1.0,
کیفیتتر,1.0,,,
کیفیتتون.,1.0,,,
,,کیفیتتونو,3.0,
,,کیفیتدعدا,1.0,
کیفیتدغذا,1.0,,,
,,کیفیتر,3.0,
,,کیفیترش,1.0,
,,کیفیتش!,1.0,
کیفیتش،،,1.0,,,
,,کیفیتشایین,1.0,
کیفیتشون.,2.0,,,
کیفیتشونم,1.0,,,
,,کیفیتشون‌به,1.0,
,,کیفیتشووووووو,1.0,
کیفیتفست,1.0,,,
,,کیفیته/کاهوش,1.0,
کیفیتها,1.0,,,
,,کیفیتهیه,1.0,
,,کیفیتون,3.0,
کیفیتوپیتزا,1.0,,,
,,کیفیتی،,3.0,
کیفیتیه،,1.0,,,
,,کیفیتیو,2.0,
,,کیفیتیو.,1.0,
,,کیفیت‌اش,1.0,
,,کیفیت‌افتضاح‌بود.,1.0,
,,کیفیت‌بسیار‌پایین,1.0,
,,کیفیت‌تر!!!!!!!!,1.0,
,,کیفیت‌تر.,1.0,
,,کیفیت‌تر..,1.0,
کیفیت‌ترین،,1.0,,,
,,کیفیت‌ترین‌ها,1.0,
کیفیت‌تون,1.0,,,
,,کیفیت‌داشته,1.0,
,,کیفیت‌فوق,1.0,
,,کیفیت‌مورد,1.0,
,,کیفیت‌های,3.0,
,,کیفیف,1.0,
,,کیفیفتش,2.0,
کیفین,1.0,,,
کیفیک,1.0,,,
کیفییتش,1.0,,,
کیف‌های,2.0,,,
کیقیت،,1.0,,,
,,کیقیت‌ترین,1.0,
کیل،,1.0,,,
کیلر,1.0,,,
,,کیلو!!,1.0,
,,کیلو!!!,1.0,
,,کیلو!!!!,2.0,
,,کیلو),1.0,
کیلو..,1.0,,,
,,کیلو،,7.0,
,,کیلوئی,1.0,
,,کیلورو,1.0,
,,کیلوش,4.0,
,,کیلومتر،,1.0,
,,کیلومتره,1.0,
,,کیلومرتر,1.0,
,,کیلوی,1.0,
,,کیلویى,1.0,
کیلویی،,1.0,,,
,,کیلوییش,1.0,
کیلوییشم,1.0,,,
,,کیلوییو,1.0,
کیلویی‌ها,1.0,,,
,,کیلو‌,1.0,
,,کیلو‌تر,2.0,
کیلک,1.0,,,
,,کیلیو,1.0,
,,کیلیویی,4.0,
,,کیم,3.0,
,,کیمیت,1.0,
,,کیندر,4.0,
,,کینوا،,1.0,
کینوای,1.0,,,
,,کینک,1.0,
کینگ،,1.0,,,
,,کیه,8.0,
,,کیه!,1.0,
,,کیه،,1.0,
,,کیه؟,1.0,
,,کیه؟!,1.0,
,,کیوى,1.0,
,,کیوی‌ها,2.0,
کیپ,1.0,,,
,,کیپیااااییهام,1.0,
,,کیک!!,1.0,
,,کیک!!!!,1.0,
,,کیک!!!!!!!!!!!!!!!!!,1.0,
کیک!!:,1.0,,,
کیک).,1.0,,,
,,کیکاش,1.0,
کیکاشون,1.0,,,
,,کیکام,1.0,
,,کیکایی,1.0,
,,کیکا‌حداقل,1.0,
کیکشم,1.0,,,
,,کیکشونو,1.0,
,,کیکفیت,1.0,
کیکهاتون,2.0,,,
,,کیکهاش,1.0,
,,کیکهاى,1.0,
,,کیکهنه,1.0,
,,کیکوک،,1.0,
,,کیکى,1.0,
,,کیکیش,1.0,
کیکیه,1.0,,,
,,کیک۱۰,1.0,
,,کیک‌امروز,1.0,
,,کیک‌رو,1.0,
,,کیک‌ها!,1.0,
کیک‌هم,1.0,,,
,,کییتش,1.0,
,,کیییی,1.0,
کی‌اف‌سی,3.0,,,
کی‌اف‌سی،,1.0,,,
,,کە,3.0,
ک‌به,1.0,,,
,,ک‌میگیم,1.0,
,,ک‌کلا,1.0,
,,ک‌ی,1.0,
,,گ,3.0,
,,گ)!!!,1.0,
گاتا،,1.0,,,
گاتاش,1.0,,,
گاتاها,1.0,,,
گاتاهای,1.0,,,
گاتاى,1.0,,,
,,گاتای,2.0,
,,گاذشتن,1.0,
,,گار,1.0,
گاراژ،,1.0,,,
,,گاردنش,1.0,
,,گاردین,1.0,
گاردینو.,3.0,,,
گاردینو،,1.0,,,
,,گاردینواین,1.0,
,,گارلیک:,1.0,
گارمیت,1.0,,,
گاروینو,1.0,,,
گازش,1.0,,,
,,گازشان,1.0,
گازشو,1.0,,,
,,گازو,1.0,
,,گاقعا,1.0,
گالاردو,1.0,,,
,,گالری،,1.0,
,,گام,1.0,
,,گامل,1.0,
,,گاناش،,1.0,
,,گاه,3.0,
,,گاهو,1.0,
,,گاهوهاش,1.0,
,,گاه‌ام,1.0,
,,گثیف,1.0,
,,گجه‌ها,1.0,
,,گدار,2.0,
,,گداشتن.,1.0,
گداشتن،,1.0,,,
,,گداشتیم,1.0,
,,گدشت,1.0,
,,گذاتشته,1.0,
گذارده,1.0,,,
,,گذارش,1.0,
,,گذاره,1.0,
,,گذاری‌ها,1.0,
گذازی,1.0,,,
گذاستت,1.0,,,
,,گذاستن,1.0,
,,گذاسته,2.0,
,,گذاشت!,2.0,
,,گذاشت!!!!,1.0,
,,گذاشتا,1.0,
,,گذاشتتد،,1.0,
,,گذاشتد,1.0,
,,گذاشتش,1.0,
,,گذاشتم!,1.0,
گذاشتم.,1.0,,,
گذاشتم،,2.0,,,
,,گذاشتن!!,1.0,
,,گذاشتن),1.0,
,,گذاشتن-,1.0,
,,گذاشتند.,1.0,
,,گذاشتند،,1.0,
گذاشتند؟؟؟!!!!!,1.0,,,
,,گذاشتنشان,1.0,
,,گذاشتنو,1.0,
,,گذاشته!!!!,1.0,
,,گذاشته.,2.0,
,,گذاشته..,1.0,
,,گذاشته،,4.0,
گذاشته‌,1.0,,,
,,گذاشته‌ام,3.0,
,,گذاشته‌اند,2.0,
,,گذاشته‌اند.,2.0,
,,گذاشتی,3.0,
,,گذاشتی،,1.0,
گذاشتیت,1.0,,,
,,گذاشتید!,1.0,
گذاشتید،,3.0,,,
,,گذاشتید؟,1.0,
,,گذاشتید؟!,1.0,
,,گذاشتیدهمراش,1.0,
گذاشتیم!!,1.0,,,
,,گذاشتیم.,1.0,
,,گذاشتیم،,2.0,
,,گذاشتین!,1.0,
,,گذاشتین!!!!!,1.0,
گذاشتین،,1.0,,,
,,گذاشتین؟,3.0,
,,گذاشتین؟!,1.0,
,,گذاشنه,2.0,
,,گذتشتند,1.0,
,,گذر,2.0,
,,گذرت,1.0,
,,گذرم,1.0,
,,گذره,1.0,
,,گذسته,1.0,
,,گذشاته,1.0,
گذشت!!!!,1.0,,,
,,گذشتست,1.0,
,,گذشتشو,1.0,
,,گذشتم,2.0,
,,گذشتم.,1.0,
,,گذشتن,4.0,
,,گذشته!,1.0,
گذشته!!,1.0,,,
,,گذشته),1.0,
,,گذشته.,7.0,
,,گذشته‌اش,1.0,
,,گذشته‌ی,1.0,
,,گذشتید!!!,1.0,
گذینه‌اش,1.0,,,
گرا,1.0,,,
,,گرااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااان,1.0,
,,گراتن,1.0,
,,گرام,1.0,
گرامی!,1.0,,,
گرامی،,2.0,,,
,,گرامی؛,1.0,
گرامیان،,1.0,,,
گرامیتون،,1.0,,,
گرامیشون,1.0,,,
گراندی,1.0,,,
,,گرانش،,1.0,
گرانه,1.0,,,
,,گرانی‌ها,1.0,
,,گران‌فروشی,1.0,
گرجه‌ها,1.0,,,
,,گرد،,1.0,
,,گردادنده,1.0,
,,گردان,2.0,
گردانندگان,1.0,,,
,,گردانید,1.0,
گردد،,1.0,,,
,,گردرد,1.0,
,,گردش,1.0,
,,گردنم,1.0,
,,گرده‌ی,1.0,
,,گردو!,1.0,
,,گردو!!!!!!!!,1.0,
,,گردو),1.0,
,,گردوش,2.0,
,,گردوشون,1.0,
,,گردونده,1.0,
,,گردونم,1.0,
,,گردونین,1.0,
,,گردوها.,1.0,
گردوهاش,3.0,,,
گردوهایی,1.0,,,
,,گردوهم,1.0,
گردوییتون,1.0,,,
,,گردویی‌ها,1.0,
گردویی‌های,1.0,,,
گردو‌های,1.0,,,
گردو…,1.0,,,
,,گردید!,1.0,
,,گردید!!!,1.0,
,,گردید),1.0,
,,گردید،،,1.0,
گردیددست,1.0,,,
,,گردیدند,1.0,
,,گردیده!!!!؟,1.0,
,,گردیده.,1.0,
,,گرد‌,1.0,
گررررررررررم.,1.0,,,
گرررررم,1.0,,,
گرررم,1.0,,,
گرررم:),1.0,,,
گرسنم,1.0,,,
,,گرسنمه,1.0,
گرسنمون,1.0,,,
,,گرسنه‌ام,1.0,
,,گرسنه‌ای،,1.0,
,,گرسنه‌اید,2.0,
,,گرسنگی.,1.0,
گرسنگیرو,1.0,,,
,,گرسنگیش,1.0,
گرسنگیه,1.0,,,
,,گرسنگی‌خوردمش,1.0,
,,گرشا,1.0,
گرشت,1.0,,,
,,گرغته,1.0,
"گرفت,",1.0,,,
گرفت:,1.0,,,
گرفت:))),1.0,,,
گرفت؟,1.0,,,
,,گرفتار,1.0,
,,گرفتارن.,1.0,
,,گرفتم!!!!,1.0,
,,گرفتم!!!!!,2.0,
,,گرفتم),2.0,
,,گرفتم..,2.0,
,,گرفتم،،,1.0,
گرفتم؛,1.0,,,
,,گرفتمش,1.0,
گرفتمو,1.0,,,
گرفتم‌,1.0,,,
,,گرفتن),1.0,
گرفتن؟؟؟,1.0,,,
,,گرفتند!,2.0,
,,گرفتند،,2.0,
گرفتنشون,1.0,,,
,,گرفتن‌اینقد,1.0,
,,گرفته!!!,1.0,
,,گرفته.,3.0,
,,گرفته،,6.0,
گرفته۱-دال,1.0,,,
,,گرفته‌ام،,1.0,
,,گرفته‌اند,1.0,
,,گرفته‌اید,1.0,
گرفته‌اید؟,1.0,,,
,,گرفتگیش,1.0,
گرفتی،,1.0,,,
گرفتید!,1.0,,,
,,گرفتید!!!..,1.0,
,,گرفتیم),1.0,
,,گرفتیم؛,1.0,
گرفتیمش,1.0,,,
,,گرفتین:,1.0,
گرفتین،؟؟؟,1.0,,,
,,گرفتین؟!!!!,1.0,
,,گرفتین؟؟؟؟؟؟؟؟؟,1.0,
,,گرفتی‌رو,1.0,
گرفت‌,1.0,,,
,,گرفنم!,1.0,
,,گرفه,1.0,
,,گرقتم,2.0,
,,گرقته,2.0,
گرل.,1.0,,,
,,گرم!!,1.0,
گرم!!!,1.0,,,
گرم!),1.0,,,
گرم)،,3.0,,,
,,گرم-,1.0,
گرم:),1.0,,,
گرم:))),1.0,,,
گرم،،,1.0,,,
گرم؛,3.0,,,
گرما!,1.0,,,
,,گرما،,1.0,
,,گرما؟!,1.0,
,,گرمایشی,1.0,
,,گرمترین,1.0,
گرمتون,3.0,,,
,,گرمخانه,1.0,
گرمشم,1.0,,,
,,گرمشون,2.0,
گرممم,2.0,,,
گرممممم,1.0,,,
گرمممممممممم:),1.0,,,
,,گرمه،,1.0,
گرمو,2.0,,,
گرمکن,1.0,,,
,,گرمی!!!.,1.0,
,,گرمی.,1.0,
,,گرمی:,1.0,
,,گرمیه.۱۵۰,1.0,
,,گرمی‌های,2.0,
گرم‌.,1.0,,,
گرم‌بود,1.0,,,
گرم‌بود.,2.0,,,
گرم‌تر.,1.0,,,
,,گرم‌ترین,1.0,
,,گرم‌رسید.,1.0,
,,گرم‌شده,2.0,
گرم‌می‌رسید,1.0,,,
گرم‌نبود.,1.0,,,
,,گرم‌هم‌,1.0,
گرم‌و,1.0,,,
,,گرم‌کردیمش,1.0,
,,گرم‌گرم,2.0,
گرندگوشت,1.0,,,
,,گرنه,1.0,
گروتی,1.0,,,
,,گرون!,1.0,
گرون.,2.0,,,
گرونتر.,1.0,,,
گرونتر،,1.0,,,
گرونتربود,1.0,,,
,,گرونترش,1.0,
گرونترشده,1.0,,,
,,گرونتره,5.0,
,,گروند,1.0,
گروننه,1.0,,,
گرونه!,1.0,,,
گرونه،,2.0,,,
گرونه؟؟,1.0,,,
گرونه‌,1.0,,,
,,گرونی،,1.0,
,,گرونیا،,1.0,
گرونید,1.0,,,
,,گرونیه,1.0,
گرونیها,1.0,,,
گرونی‌ها,1.0,,,
,,گرون‌تر!,1.0,
,,گرون‌تر!!,1.0,
,,گرون‌تر؟!,1.0,
,,گروهی,1.0,
,,گروون,1.0,
,,گرووون,1.0,
گروووووون,1.0,,,
,,گرگین,1.0,
,,گریبان,1.0,
گریز,1.0,,,
گریل.,2.0,,,
,,گریل،,1.0,
گریلد,1.0,,,
گریله,1.0,,,
گریل‌تر,2.0,,,
,,گریل‌چیکن,1.0,
,,گریه,1.0,
گریپسی,1.0,,,
,,گز,1.0,
گزار,1.0,,,
گزارم,9.0,,,
گزارم.,2.0,,,
,,گزاری,1.0,
گزاریم,1.0,,,
,,گزاشت,2.0,
گزاشتم.,1.0,,,
,,گزاشتن.,1.0,
گزاشتید.!!!,1.0,,,
,,گزاشتیم,1.0,
گزاشتین,1.0,,,
,,گزاف!!!!,1.0,
,,گزاف.,1.0,
,,گزاف،,1.0,
,,گزدند,1.0,
,,گزشته,1.0,
,,گزفته,1.0,
گزینست,1.0,,,
گزینهٔ,1.0,,,
گزینه‌ام,1.0,,,
,,گستاخ,1.0,
,,گسترده,3.0,
,,گسترده‌ای,1.0,
گسترده‌تر,1.0,,,
,,گسیخته.,1.0,
,,گشت,1.0,
,,گشت.,1.0,
,,گشتری,1.0,
,,گشتش,1.0,
,,گشتم.,1.0,
,,گشته,2.0,
,,گشنتون,1.0,
گشنتونه,1.0,,,
گشنشون,1.0,,,
,,گشنمه,1.0,
,,گشنمهههههههه,1.0,
گشنمونه,1.0,,,
,,گشنه‌بودیم,1.0,
,,گشنگى,1.0,
,,گشنیز,1.0,
,,گشودن,2.0,
گغتن,1.0,,,
گفت.,1.0,,,
,,گفت،,1.0,
گفت؟,1.0,,,
,,گفتار,1.0,
,,گفتم!!!,1.0,
گفتم‌نان‌ها,1.0,,,
,,گفتن!!!,1.0,
,,گفتن.,1.0,
گفتن،,1.0,,,
,,گفتند:,1.0,
,,گفتند،,1.0,
,,گفته!,1.0,
,,گفته‌ام,1.0,
,,گفته‌ند.,1.0,
گفته‌ها,1.0,,,
گفتگو,1.0,,,
,,گفتین،,1.0,
,,گقتن,1.0,
,,گلا,1.0,
,,گلاااااااب!!!,1.0,
,,گلاب.,1.0,
,,گلابى,3.0,
,,گلابی‌های,1.0,
گلایه:,1.0,,,
گلبهی,1.0,,,
گلتون,8.0,,,
,,گلجین,1.0,
گلخونه‌ای,2.0,,,
,,گلدار,2.0,
گلدان,2.0,,,
گلدون,1.0,,,
,,گلرنگ,2.0,
گلمو,1.0,,,
گلها.,1.0,,,
,,گلها،,1.0,
,,گلهان,1.0,
گله‌ای,2.0,,,
گلودرد,1.0,,,
,,گلورو,1.0,
,,گلوری,1.0,
,,گلوله‌ای,1.0,
,,گلوم,6.0,
,,گلپایگان,1.0,
گلپرشو,1.0,,,
گلپری,1.0,,,
,,گلکسی,2.0,
,,گلکسی،,1.0,
,,گل‌پر,1.0,
,,گمان,4.0,
,,گمون,1.0,
,,گمونم:,1.0,
,,گمی,1.0,
,,گناه,3.0,
,,گناهش,1.0,
گناهه,1.0,,,
,,گناهکار,1.0,
,,گنجدش,1.0,
,,گند,5.0,
,,گندم.,1.0,
گندمان.,1.0,,,
,,گندمک,2.0,
,,گندمکی,1.0,
,,گنده.,1.0,
گنده‌ای,1.0,,,
,,گنده‌ی,1.0,
,,گندکشیده,1.0,
,,گندگی,1.0,
,,گندیدگی,2.0,
,,گنشه,1.0,
,,گنند,1.0,
,,گنید.,1.0,
گنیم,1.0,,,
,,گهته,1.0,
,,گهنه,1.0,
گهگاه,1.0,,,
گهگاهی,1.0,,,
,,گو,4.0,
,,گوارش,1.0,
,,گوارش),1.0,
,,گوارشی,2.0,
گواه,1.0,,,
,,گوت,1.0,
گوجشم,1.0,,,
گوجم,1.0,,,
,,گوجه!,1.0,
,,گوجه!!!!,2.0,
,,گوجه!!؟؟,1.0,
,,گوجه),2.0,
,,گوجه.,7.0,
,,گوجه/,1.0,
,,گوجه؟؟؟؟!!!!!!,1.0,
,,گوجه‌,1.0,
گوجه‌ام,1.0,,,
گوجه‌ای!,1.0,,,
گوجه‌ش,2.0,,,
گوجه‌فرنگی‌های,1.0,,,
گوجه‌ها،,1.0,,,
گود,2.0,,,
گود.,1.0,,,
,,گودا!!,1.0,
گودا،,1.0,,,
گوداتون,1.0,,,
گودایی,1.0,,,
,,گوردن,1.0,
گورمه،,1.0,,,
,,گوس,1.0,
,,گوساله!,1.0,
,,گوساله!!!,1.0,
گوساله‌اش,1.0,,,
گوساله‌های,1.0,,,
,,گوست,1.0,
گوستتون,1.0,,,
,,گوستها,1.0,
,,گوسفند.,1.0,
,,گوسفنده؟!,1.0,
,,گوسفندی:,1.0,
,,گوسفندی،,2.0,
گوسفندیش,1.0,,,
گوسفندیه,1.0,,,
,,گوشت!,6.0,
,,گوشت!!!,1.0,
,,گوشت!!!!,1.0,
,,گوشت!!!!!,1.0,
,,گوشت!!!!!!!!,1.0,
,,"گوشت,",1.0,
,,گوشت.!!!,1.0,
گوشت..,1.0,,,
,,گوشت،،،,1.0,
,,گوشت؛,1.0,
,,گوشت؟,1.0,
,,گوشت؟؟؟؟؟؟؟؟,1.0,
,,گوشتا,1.0,
,,گوشتاتون,1.0,
,,گوشتارو,1.0,
گوشتاشم,2.0,,,
,,گوشتاشو,1.0,
,,گوشتایه,1.0,
,,گوشتتونو,1.0,
,,گوشتش!,1.0,
گوشتش.,1.0,,,
گوشتشت,1.0,,,
گوشتشم‌,1.0,,,
گوشتشو.,1.0,,,
,,گوشتمون,1.0,
